A000000104447,착한팩토리 단백질폭탄 실크90테라피 80ml (NEW),https://image.oliveyoung.co.kr/uploads/images/goods/550/10/0000/0010/A00000010444701ko.jpg?l=ko,"8,800","11,000",138,5,세일,오늘드림,,,,착한팩토리,A001319,/pc-static-root/image/product/logo_default.png,,80ml,모든모발,제조일로부터 36개월/개봉 후 사용기간 12개월,샴푸 사용 후 타월로 물기를 제거한 다음 촉촉한 모발에 적당량을 덜어 손상되어진 모발을 중심으로 부드럽게 마사지하듯 <br>발라줍니다.,본코스메틱,착한공장,대한민국,"우유단백질추출물(90ppm),하이드롤라이즈드실크,세테아릴알코올,세틸알코올,미리스틸알코올,아모디메치콘,베헨트리모늄클로라이드,스테아트리모늄클로라이드,아보카도오일,올리브오일,포도씨오일,아르간트리커넬오일,호호바씨오일,아사이야자오일,판테놀,시트릭애씨드,1,2-헥산디올,세라마이드엔피,하이드롤라이즈드보리프로테인,하이드롤라이즈드옥수수단백질,하이드롤라이즈드감자단백질,하이드롤라이즈드쌀단백질,하이드롤라이즈드쌀겨단백질,하이드롤라이즈드콩단백질,하이드롤라이즈드귀리단백질,하이드롤라이즈드완두콩단백질,하이드롤라이즈드밀단백질,하이드롤라이즈드아마란스단백질,하이드롤라이즈드스위트아몬드프로테인,정제수,카프릴릴글라이콜,알지닌,류신,트립토판,라이신,이소류신,트레오닌,메치오닌,히스티딘,아스파라진,알라닌,알라닌,프롤린글루타믹애씨드,글루타민,글라이신,발린,페닐알라닌,아스파틱애씨드,타이로신,세린,시스틴,향료",해당사항 없음,"1. 화장품 사용 시 또는 사용 후 직사광선에 의하여 사용부위가 붉은 반점, 부어오름 또는 가려움증 등의 이상 증상 이나 부작용이 있는 경우 전문의 등과 상담할 것 <br>2. 상처가 있는 부위 등에는 사용을 자제할 것 <br>3. 보관 및 취급 시의 주의사항 1) 어린이의 손이 닿지 않는 곳에 보관할 것 2) 직사광선을 피해서 보관할 것 <br>4. 눈 주위를 피하여 사용할 것",본 제품에 이상이 있을 경우 공정거래위원회 고시 소비자 분쟁 해결기준에 의해 보상해드립니다.,070-4787-0810,,,,,,,,,모든모발,https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000104447&dispCatNo=1000001000400130003&trackingCd=Cat1000001000400130003_Small&curation&egcode&rccode&egrankcode,2021-12-22 15:11:38
A000000014823,마쉐리 헤어 쥬레 EX 소프트 웨이브 100g,https://image.oliveyoung.co.kr/uploads/images/goods/550/10/0000/0001/A00000001482303ko.jpg?l=ko,"12,000","12,000",411,4,,,,,,마쉐리,A000004,https://image.oliveyoung.co.kr/uploads/images/onlBrandMgmt/2017/2/647025449816109132.jpg,,■100g,■헤어 젤리왁스,■제조일로부터 3년 이내 상품을 발송합니다. (제조일로부터 36개월 이내 사용가능),"■● 적당량(어깨 길이의 세미롱 헤어 기준, 아몬드 1~2알)을 손에 덜어, 건조된 모발의 스타일링 하고자 하는 부분에 컬을 살리며 구기듯이 펴 발라줍니다. <br>● 반드시 건조된 모발에 사용해야 스타일링이 살아납니다.",한국시세이도,한국시세이도,■베트남,"■정제수, 피피지-40부틸에텔, 에탄올, 디메치콘, 프로필렌글라이콜, 피이지-240/에이치디아이코폴리머비스-데실테트라데세스-20에텔, 디페닐실록시페닐트리메치콘, 페녹시에탄올, 피이지-10디메치콘, 향료, 아크릴레이트/C10-30알킬아크릴레이트크로스폴리머, 폴리실리콘-13, 피이지/피피지-14/7 디메칠 에텔, 피피지-7/피이지-30 피토스테롤, 하이드록시에칠우레아, 아미노메칠프로판올, 디소듐이디티에이, 락틱애씨드, 꿀, 암모늄락테이트, 비스-에칠헥실옥시페놀메톡시페닐트리아진, 비에이치티, 부틸렌글라이콜, 황색 203호, 적색 227호, 토코페롤, 소듐하이알루로네이트, 하이드롤라이즈드콘키올린프로테인, 부틸페닐메틸프로피오날, 시트로넬올, 헥실신남알, 리모넨, 리날룰",해당사항 없음,"■1.화장품을 사용하여 다음과 같은 이상이 있는 경우에는 사용을 중지하여야 하며, 계속 사용하면 증상이 악화되므로 피부과 전문의 등에게 상담할 것.  가) 사용 중 붉은 반점, 부어오름, 가려움증, 자극 등의 이상이 있는 경우.<br> 나) 적용 부위가 직사광선에 의하여 위와 같은 이상이 있는 경우.<br> 2. 상처가 있는 부위, 습진 및 피부염 등의 이상이 있는 부위에는 사용을 하지 말 것.<br> 3. 보관 및 취급 시의 주의사항<br> 가) 사용 후에는 반드시 마개를 닫아둘 것.<br> 나) 유아, 소아의 손이 닿지 않는 곳에 보관할 것.<br> 다) 고온 또는 저온의 장소 및 직사광선이 닿는 곳에는 보관하지 말 것.<br>4. 눈에 들어갔을 때에는 즉시 씻어낼 것.",■본 제품에 이상이 있을 경우 공정거래위원회고시 소비자분쟁해결 기준에 따라 보상해 드립니다.,■080-564-7700,,,,,,,,,■헤어 젤리왁스,https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000014823&dispCatNo=1000001000400130003&trackingCd=Cat1000001000400130003_Small&curation&egcode&rccode&egrankcode,2021-12-22 15:11:38
A000000008825,뿌리는 실크테라피 실크미스트(헤어미스트) 60ml,https://image.oliveyoung.co.kr/uploads/images/goods/550/10/0000/0000/A00000000882502ko.jpg?l=ko,"9,500","9,500","1,571",24,,오늘드림,,1+1,,실크테라피,A000442,/pc-static-root/image/product/logo_default.png,,■ 60ml,■ 모든 모발용 / 헤어 미스트 (리브인 트리트먼트) ,■ 판매상품 제조일: 5개월 이내에 생산된 제품 개봉전 사용기간: 제품용기 하단에 가용기한 표기 (생산일로부터 30개월)개봉 후 사용기간 : 개봉후 1년 ,■ 젖은 상태 혹은 마른 상태의 모발에 10-15cm 의 거리를 두고 모발 전체에 3-4회 정도 골고루 뿌려줍니다. <br>모발이 건조할 때 수시로 사용하면 매우 효과적입니다.,㈜코리아나화장품,㈜엘지생활건강,■  원료: 파루크 시스템즈(주) / 미국  / 제조: (주)코리아나화장품 / 한국,"■ 정제수, 디세칠디모늄클로라이드, 서양장미꽃수, 페녹시에탄올, 카프릴릴글라이콜, 헥실렌글라이콜, 포타슘소르베이트, 폴리소르베이트20, 라우릴피롤리돈, 하이드롤라이즈드밀단백질피지-프로필실란트리올, 컴프리잎추출물, 캐모마일꽃추출물, 페퍼민트잎추출물, 라벤더추출물, 클라리추출물, 향료, 벤질벤조에이트, 헥실신남알, 리날룰, 알파이소메칠이오논, 시트로넬올, 코코디모늄하이드록시프로필실크아미노애씨드(0.04%), 시트릭애씨드",해당사항 없음,"■ 가. 화장품을 사용하여 다음과 같은 이상이 있는 경우에는 사용을 중지 하여야 하며, 계속 사용하면 증상을 악화시키므로 피부과 전문의 등에게 상담 하시기 바랍니다. 1) 사용중 붉은 반점, 부어오름, 가려움증, 자극등의 이상이 있는경우 2) 적용 부위가 직사광선에 의하여 위와 같은 이상이 있는경우 나. 상처가 있는부위, 습진 및 피부염 등의 이상이 있는 부위에는 사용을 하지 말것 다. 눈에 들어갔을 때에는 즉시 씻어낼것. 라. 보관 및 취급상의 주의 사항 1)사용 후에는 반드시 마개를 닫아 둘것 2) 유.소아의 손이 닫지 않는곳에 보관할것",■ 본 상품에 이상이 있을 경우 공정거래위원회 고시 품목별 소비자분쟁해결 기준에 의해 보상해드립니다.  <br>,■ 고객기쁨센터 1588-2835,,,,,,,,,■ 모든 모발용 / 헤어 미스트 (리브인 트리트먼트) ,https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000008825&dispCatNo=1000001000400130003&trackingCd=Cat1000001000400130003_Small&curation&egcode&rccode&egrankcode,2021-12-22 15:11:39
A000000010081,미쟝센 펄 풀&글래머러스 볼륨 미스트 200ml,https://image.oliveyoung.co.kr/uploads/images/goods/550/10/0000/0001/A00000001008103ko.jpg?l=ko,"8,000","8,000","1,830",7,,,,,,미쟝센,A000124,https://image.oliveyoung.co.kr/uploads/images/onlBrandMgmt/2017/2/5335392369201975056.jpg,,■ 200ML,■ 모든피부용,"■ 제조일로부터 12개월 이내의 상품을 순차적으로 발송, 유통기한 개봉후 24개월",■ 내용물을 충분히 흔든 후 2~3번 가볍게 뿌려 주세요. 건조할때마다 수시로 뿌려주면 더욱 좋습니다. ,㈜아모레퍼시픽-서울 중구 청계천로 100,㈜아모레퍼시픽-서울 중구 청계천로 100,■ 대한민국,"정제수, 에탄올, 글리세린, 피이지-60하이드로제네이티드캐스터오일, 비스-피이지-18메칠에텔디메칠실란, 향료, 브이피/메타크릴아마이드/비닐이미다졸코폴리머, 카프릴릴글라이콜, 부틸페닐메칠프로피오날, 디소듐이디티에이, 에칠헥실글리세린, 리날룰, 해바라기씨오일, 알파-이소메칠이오논, 헥실신남알, 리모넨, 에칠헥실메톡시신나메이트, 제라니올, 시트로넬올, 부틸렌글라이콜, 진주층, 석류추출물, 비에이치티, 로얄젤리추출물, 토코페롤",해당사항 없음,"가. 공통사항<br>1) 화장품 사용 시 또는 사용 후 직사광선에 의하여 사용부위가 붉은 반점,<br>부어오름 또는 가려움증 등의 이상 증상이나 부작용이 있는 경우 전문의<br>등과 상담할 것<br>2) 상처가 있는 부위 등에는 사용을 자제할 것<br>3) 보관 및 취급 시의 주의사항<br>가) 어린이의 손이 닿지 않는 곳에 보관할 것<br>나) 직사광선을 피해서 보관할 것","■ 본 제품에 이상이 있을경우, 공정거래위원회 고시에 의거 보상해드립니다",■ 고객서비스센터(수신지요금부담): 080-023-5454,,,,,,,,,■ 모든피부용,https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000010081&dispCatNo=1000001000400130003&trackingCd=Cat1000001000400130003_Small&curation&egcode&rccode&egrankcode,2021-12-22 15:11:39
A000000104447,착한팩토리 단백질폭탄 실크90테라피 80ml (NEW),https://image.oliveyoung.co.kr/uploads/images/goods/550/10/0000/0010/A00000010444701ko.jpg?l=ko,"8,800","11,000",138,5,세일,오늘드림,,,,착한팩토리,A001319,/pc-static-root/image/product/logo_default.png,,80ml,모든모발,제조일로부터 36개월/개봉 후 사용기간 12개월,샴푸 사용 후 타월로 물기를 제거한 다음 촉촉한 모발에 적당량을 덜어 손상되어진 모발을 중심으로 부드럽게 마사지하듯 <br>발라줍니다.,본코스메틱,착한공장,대한민국,"우유단백질추출물(90ppm),하이드롤라이즈드실크,세테아릴알코올,세틸알코올,미리스틸알코올,아모디메치콘,베헨트리모늄클로라이드,스테아트리모늄클로라이드,아보카도오일,올리브오일,포도씨오일,아르간트리커넬오일,호호바씨오일,아사이야자오일,판테놀,시트릭애씨드,1,2-헥산디올,세라마이드엔피,하이드롤라이즈드보리프로테인,하이드롤라이즈드옥수수단백질,하이드롤라이즈드감자단백질,하이드롤라이즈드쌀단백질,하이드롤라이즈드쌀겨단백질,하이드롤라이즈드콩단백질,하이드롤라이즈드귀리단백질,하이드롤라이즈드완두콩단백질,하이드롤라이즈드밀단백질,하이드롤라이즈드아마란스단백질,하이드롤라이즈드스위트아몬드프로테인,정제수,카프릴릴글라이콜,알지닌,류신,트립토판,라이신,이소류신,트레오닌,메치오닌,히스티딘,아스파라진,알라닌,알라닌,프롤린글루타믹애씨드,글루타민,글라이신,발린,페닐알라닌,아스파틱애씨드,타이로신,세린,시스틴,향료",해당사항 없음,"1. 화장품 사용 시 또는 사용 후 직사광선에 의하여 사용부위가 붉은 반점, 부어오름 또는 가려움증 등의 이상 증상 이나 부작용이 있는 경우 전문의 등과 상담할 것 <br>2. 상처가 있는 부위 등에는 사용을 자제할 것 <br>3. 보관 및 취급 시의 주의사항 1) 어린이의 손이 닿지 않는 곳에 보관할 것 2) 직사광선을 피해서 보관할 것 <br>4. 눈 주위를 피하여 사용할 것",본 제품에 이상이 있을 경우 공정거래위원회 고시 소비자 분쟁 해결기준에 의해 보상해드립니다.,070-4787-0810,,,,,,,,,모든모발,https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000104447&dispCatNo=1000001000400130003&trackingCd=Cat1000001000400130003_Small&curation&egcode&rccode&egrankcode,2021-12-22 15:51:41
A000000014823,마쉐리 헤어 쥬레 EX 소프트 웨이브 100g,https://image.oliveyoung.co.kr/uploads/images/goods/550/10/0000/0001/A00000001482303ko.jpg?l=ko,"12,000","12,000",411,4,,,,,,마쉐리,A000004,https://image.oliveyoung.co.kr/uploads/images/onlBrandMgmt/2017/2/647025449816109132.jpg,,■100g,■헤어 젤리왁스,■제조일로부터 3년 이내 상품을 발송합니다. (제조일로부터 36개월 이내 사용가능),"■● 적당량(어깨 길이의 세미롱 헤어 기준, 아몬드 1~2알)을 손에 덜어, 건조된 모발의 스타일링 하고자 하는 부분에 컬을 살리며 구기듯이 펴 발라줍니다. <br>● 반드시 건조된 모발에 사용해야 스타일링이 살아납니다.",한국시세이도,한국시세이도,■베트남,"■정제수, 피피지-40부틸에텔, 에탄올, 디메치콘, 프로필렌글라이콜, 피이지-240/에이치디아이코폴리머비스-데실테트라데세스-20에텔, 디페닐실록시페닐트리메치콘, 페녹시에탄올, 피이지-10디메치콘, 향료, 아크릴레이트/C10-30알킬아크릴레이트크로스폴리머, 폴리실리콘-13, 피이지/피피지-14/7 디메칠 에텔, 피피지-7/피이지-30 피토스테롤, 하이드록시에칠우레아, 아미노메칠프로판올, 디소듐이디티에이, 락틱애씨드, 꿀, 암모늄락테이트, 비스-에칠헥실옥시페놀메톡시페닐트리아진, 비에이치티, 부틸렌글라이콜, 황색 203호, 적색 227호, 토코페롤, 소듐하이알루로네이트, 하이드롤라이즈드콘키올린프로테인, 부틸페닐메틸프로피오날, 시트로넬올, 헥실신남알, 리모넨, 리날룰",해당사항 없음,"■1.화장품을 사용하여 다음과 같은 이상이 있는 경우에는 사용을 중지하여야 하며, 계속 사용하면 증상이 악화되므로 피부과 전문의 등에게 상담할 것.  가) 사용 중 붉은 반점, 부어오름, 가려움증, 자극 등의 이상이 있는 경우.<br> 나) 적용 부위가 직사광선에 의하여 위와 같은 이상이 있는 경우.<br> 2. 상처가 있는 부위, 습진 및 피부염 등의 이상이 있는 부위에는 사용을 하지 말 것.<br> 3. 보관 및 취급 시의 주의사항<br> 가) 사용 후에는 반드시 마개를 닫아둘 것.<br> 나) 유아, 소아의 손이 닿지 않는 곳에 보관할 것.<br> 다) 고온 또는 저온의 장소 및 직사광선이 닿는 곳에는 보관하지 말 것.<br>4. 눈에 들어갔을 때에는 즉시 씻어낼 것.",■본 제품에 이상이 있을 경우 공정거래위원회고시 소비자분쟁해결 기준에 따라 보상해 드립니다.,■080-564-7700,,,,,,,,,■헤어 젤리왁스,https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000014823&dispCatNo=1000001000400130003&trackingCd=Cat1000001000400130003_Small&curation&egcode&rccode&egrankcode,2021-12-22 15:51:42
A000000008825,뿌리는 실크테라피 실크미스트(헤어미스트) 60ml,https://image.oliveyoung.co.kr/uploads/images/goods/550/10/0000/0000/A00000000882502ko.jpg?l=ko,"9,500","9,500","1,571",24,,오늘드림,,1+1,,실크테라피,A000442,/pc-static-root/image/product/logo_default.png,,■ 60ml,■ 모든 모발용 / 헤어 미스트 (리브인 트리트먼트) ,■ 판매상품 제조일: 5개월 이내에 생산된 제품 개봉전 사용기간: 제품용기 하단에 가용기한 표기 (생산일로부터 30개월)개봉 후 사용기간 : 개봉후 1년 ,■ 젖은 상태 혹은 마른 상태의 모발에 10-15cm 의 거리를 두고 모발 전체에 3-4회 정도 골고루 뿌려줍니다. <br>모발이 건조할 때 수시로 사용하면 매우 효과적입니다.,㈜코리아나화장품,㈜엘지생활건강,■  원료: 파루크 시스템즈(주) / 미국  / 제조: (주)코리아나화장품 / 한국,"■ 정제수, 디세칠디모늄클로라이드, 서양장미꽃수, 페녹시에탄올, 카프릴릴글라이콜, 헥실렌글라이콜, 포타슘소르베이트, 폴리소르베이트20, 라우릴피롤리돈, 하이드롤라이즈드밀단백질피지-프로필실란트리올, 컴프리잎추출물, 캐모마일꽃추출물, 페퍼민트잎추출물, 라벤더추출물, 클라리추출물, 향료, 벤질벤조에이트, 헥실신남알, 리날룰, 알파이소메칠이오논, 시트로넬올, 코코디모늄하이드록시프로필실크아미노애씨드(0.04%), 시트릭애씨드",해당사항 없음,"■ 가. 화장품을 사용하여 다음과 같은 이상이 있는 경우에는 사용을 중지 하여야 하며, 계속 사용하면 증상을 악화시키므로 피부과 전문의 등에게 상담 하시기 바랍니다. 1) 사용중 붉은 반점, 부어오름, 가려움증, 자극등의 이상이 있는경우 2) 적용 부위가 직사광선에 의하여 위와 같은 이상이 있는경우 나. 상처가 있는부위, 습진 및 피부염 등의 이상이 있는 부위에는 사용을 하지 말것 다. 눈에 들어갔을 때에는 즉시 씻어낼것. 라. 보관 및 취급상의 주의 사항 1)사용 후에는 반드시 마개를 닫아 둘것 2) 유.소아의 손이 닫지 않는곳에 보관할것",■ 본 상품에 이상이 있을 경우 공정거래위원회 고시 품목별 소비자분쟁해결 기준에 의해 보상해드립니다.  <br>,■ 고객기쁨센터 1588-2835,,,,,,,,,■ 모든 모발용 / 헤어 미스트 (리브인 트리트먼트) ,https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000008825&dispCatNo=1000001000400130003&trackingCd=Cat1000001000400130003_Small&curation&egcode&rccode&egrankcode,2021-12-22 15:51:42
A000000010081,미쟝센 펄 풀&글래머러스 볼륨 미스트 200ml,https://image.oliveyoung.co.kr/uploads/images/goods/550/10/0000/0001/A00000001008103ko.jpg?l=ko,"8,000","8,000","1,830",7,,,,,,미쟝센,A000124,https://image.oliveyoung.co.kr/uploads/images/onlBrandMgmt/2017/2/5335392369201975056.jpg,,■ 200ML,■ 모든피부용,"■ 제조일로부터 12개월 이내의 상품을 순차적으로 발송, 유통기한 개봉후 24개월",■ 내용물을 충분히 흔든 후 2~3번 가볍게 뿌려 주세요. 건조할때마다 수시로 뿌려주면 더욱 좋습니다. ,㈜아모레퍼시픽-서울 중구 청계천로 100,㈜아모레퍼시픽-서울 중구 청계천로 100,■ 대한민국,"정제수, 에탄올, 글리세린, 피이지-60하이드로제네이티드캐스터오일, 비스-피이지-18메칠에텔디메칠실란, 향료, 브이피/메타크릴아마이드/비닐이미다졸코폴리머, 카프릴릴글라이콜, 부틸페닐메칠프로피오날, 디소듐이디티에이, 에칠헥실글리세린, 리날룰, 해바라기씨오일, 알파-이소메칠이오논, 헥실신남알, 리모넨, 에칠헥실메톡시신나메이트, 제라니올, 시트로넬올, 부틸렌글라이콜, 진주층, 석류추출물, 비에이치티, 로얄젤리추출물, 토코페롤",해당사항 없음,"가. 공통사항<br>1) 화장품 사용 시 또는 사용 후 직사광선에 의하여 사용부위가 붉은 반점,<br>부어오름 또는 가려움증 등의 이상 증상이나 부작용이 있는 경우 전문의<br>등과 상담할 것<br>2) 상처가 있는 부위 등에는 사용을 자제할 것<br>3) 보관 및 취급 시의 주의사항<br>가) 어린이의 손이 닿지 않는 곳에 보관할 것<br>나) 직사광선을 피해서 보관할 것","■ 본 제품에 이상이 있을경우, 공정거래위원회 고시에 의거 보상해드립니다",■ 고객서비스센터(수신지요금부담): 080-023-5454,,,,,,,,,■ 모든피부용,https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000010081&dispCatNo=1000001000400130003&trackingCd=Cat1000001000400130003_Small&curation&egcode&rccode&egrankcode,2021-12-22 15:51:42
A000000011230,미쟝센 컬링 에센스2X굵은컬 150ml,https://image.oliveyoung.co.kr/uploads/images/goods/550/10/0000/0001/A00000001123002ko.jpg?l=ko,"4,500","10,000","2,763",18,세일,오늘드림,,,,미쟝센,A000124,https://image.oliveyoung.co.kr/uploads/images/onlBrandMgmt/2017/2/5335392369201975056.jpg,,■ 150ml,■ 범용상품 (굵은컬),"■ 제조일로부터 12개월이내의 상품을 순차적으로 발송, 유통기한 제조일로부터 36개월",■ 1. 타월 드라이 후 약간 젖은 모발에 내용물을 적당량 덜어 손바닥에 얇게 펴발라 줍니다.<br>2. 웨이브 중심으로 컬을 잡아주며 스타일링 합니다. 재 스타일링 시 사용하셔도 좋습니다.,(주)아모레퍼시픽,(주)아모레퍼시픽,■ 대한민국,"정제수, 사이클로펜타실록산, 디메치콘, 부틸렌글라이콜, 글리세린, 피이지-4몬타네이트, 브이피/메타크릴아마이드/비닐이미다졸코폴리머, 페닐트리메치콘, 피이지/피피지/폴리부틸렌글라이콜-8/5/3글리세린, 에탄올, 아크릴레이트/스테아레스-20이타코네이트코폴리머, 폴리아크릴레이트-13, 페녹시에탄올, 트로메타민, 폴리이소부텐, 카프릴릴글라이콜, 향료(시더우드오일함유), 디소듐이디티에이, 폴리소르베이트20, 소르비탄이소스테아레이트, 부틸페닐메칠프로피오날, 리날룰, 아르간트리커넬오일, 리모넨, 시트로넬올, 제라니올, 헥실신남알, 하이드록시시트로넬알, 벤질살리실레이트",해당사항 없음,"■ 사용 중 붉은 반점, 부어오름, 자극등의 트러블이상이 있는 경우 사용을 중지하시고 피부과 전문의에게 상담하십시오. <br>상처나 피부염이 있는 부위에는 사용을 금하여 주십시오.<br>직사광선을 피하여 유,소아의 손길이 닿지 않는곳에 보관하여 주십시오 <br><br>1. 화장품을 사용하여 다음과 같은 이상이 있는 경우에는 사용을 중지하여야 하며, 계속 사용하면 증상이 악화되므로 피부과 전문의 등에게 상담하십시오.<br><br>    가) 사용 중 붉은 반점, 부어오름, 가려움증, 자극 등의 이상이 있는 경우<br>   나) 적용 부위가 직사광선에 의하여 위와 같은 이상이 있는 경우<br><br>2. 상처가 있는 부위, 습진 및 피부염 등의 이상이 있는 부위에는 사용을 하지 마십시오.<br><br>3. 보관 및 취급 시의 주의사항<br><br>   가) 사용 후에는 반드시 마개를 닫아두세요.<br>    나) 유아ㆍ소아의 손이 닿지 않는 곳에 보관하세요.<br>    다) 고온 또는 저온의 장소 및 직사광선이 닿는 곳에는 보관하지 마세요.<br>","■ 본 제품에 이상이 있을 경우, 공정거래 위원회 고시에 의거 보상해드립니다.",■ 고객 서비스센터(수신자 요금부담) : 080-030-5454,,,,,,,,,■ 범용상품 (굵은컬),https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000011230&dispCatNo=1000001000400130003&trackingCd=Cat1000001000400130003_Small&curation&egcode&rccode&egrankcode,2021-12-22 15:51:43
A000000011832,실크테라피 실크에센스 195kit(165+15*2),https://image.oliveyoung.co.kr/uploads/images/goods/550/10/0000/0001/A00000001183208ko.jpg?l=ko,"43,000","43,000","1,113",13,,,,,,실크테라피,A000442,/pc-static-root/image/product/logo_default.png,,■ 실크테라피 195KIT ,■ 모든 모발용 / 헤어 에센스 (리브인 트리트먼트),■ 판매상품 제조일: 5개월 이내에 생산된 제품 개봉 후 사용기간 : 개봉후 1년 / 개봉전 사용기간: 제품용기 하단에 가용기한 표기 (생산일로부터 30개월),"■  [실크테라피 에센스]<br>가. 샴푸, 컨디셔너 후 모발을 깨끗하게 헹구어 줍니다. <br>나. 타월로 물기를 적당히 닦아 냅니다. ",㈜코리아나화장품,㈜엘지생활건강,■ 원산지(원료) : 파루크 시스템즈(주) 미국  / 제조국: (주)코리아나화장품 / 한국,"■ [실크테라피] <br>전성분: 사이클로펜타실록산, 사이클로테트라실록산, 디메치콘올, 사이클로헥사실록산, 변성알코올, C12-15알킬벤조에이트,<br>페녹시에탄올, 판테놀, 하이드롤라이즈드실크에칠에스터(0.5%), 향료, 벤질벤조에이트, 헥실신남알, 리날룰, 알파-이소메칠이오논, 시트로넬올, 제라니올, 하이드록시시트로넬알, 부틸페닐메칠프로피오날, 유제놀<br>",해당사항 없음,"■ 가. 화장품을 사용하여 다음과 같은 이상이 있는 경우에는 사용을 중지 하여야 하며, 계속 사용하면 증상을 악화시키므로 피부과 전문의 등에게 상담 하시기 바랍니다. 1) 사용중 붉은 반점, 부어오름, 가려움증, 자극등의 이상이 있는경우 2) 적용 부위가 직사광선에 의하여 위와 같은 이상이 있는경우 나. 상처가 있는부위, 습진 및 피부염 등의 이상이 있는 부위에는 사용을 하지 말것 다. 눈에 들어갔을 때에는 즉시 씻어낼것. 라. 보관 및 취급상의 주의 사항 1)사용 후에는 반드시 마개를 닫아 둘것 2) 유.소아의 손이 닫지 않는곳에 보관할것",■ 본 상품에 이상이 있을 경우 공정거래위원회 고시 품목별 소비자분쟁해결 기준에 의해 보상해드립니다.,■ 고객기쁨센터 1588-2835,,,,,,,,,■ 모든 모발용 / 헤어 에센스 (리브인 트리트먼트),https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000011832&dispCatNo=1000001000400130003&trackingCd=Cat1000001000400130003_Small&curation&egcode&rccode&egrankcode,2021-12-22 15:51:43
